,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
33,"[33, 1.0]","[34, 0.012312355368752761]","[35, 0.012894115076542704]","[36, 0.006310046541456033]","[37, 0.010860389434583844]","[38, 0.014997465013536063]","[39, 0.013076477886494542]","[40, 0.015085004788927731]","[41, 0.009030437821012784]","[42, 0.017566157043928974]","[43, 0.004946196027291714]","[44, 0.005156189820000195]","[45, 0.006916863716244506]","[46, 0.0029136787678080323]","[47, 0.012635880913401372]","[48, 0.006286813198361224]","[49, 0.01543003491827226]","[50, 0.006238580589480258]","[51, 0.036521911414263176]","[52, 0.002941768480440324]","[53, 0.007836593118422119]","[54, 0.018454856145841646]","[55, 0.013455101507566222]","[56, 0.008541216147348074]","[57, 0.0060887033461671574]","[58, 0.0012062676448003488]","[59, 0.013928986171252693]","[60, 0.004865142878404443]","[61, 0.01168788924843835]","[62, 0.0014475865324126871]","[63, 0.010088262562880626]","[64, 0.0028768941576885892]","[65, 0.017677349767420237]","[66, 0.010225994848945005]","[67, 0.007921444630923565]","[68, 0.05470969311079423]","[69, 0.0025694233817767555]","[70, 0.09126960779357139]","[71, 0.018069729137821955]","[72, 0.03721730527589411]","[73, 0.01722760848714797]","[74, 0.005577704999551578]","[75, 0.016327615100149812]","[76, 0.016238382851837853]","[77, 0.024736965983656482]","[78, 0.0028227087625273288]","[79, 0.007960075874853043]","[80, 0.009578287931108391]","[81, 0.026525521226288803]","[82, 0.005406805427759739]","[83, 0.004408117327905117]","[84, 0.007512627967987841]","[85, 0.0018083628431923458]","[86, 0.010569603970720813]","[87, 0.007222873699859185]","[88, 0.0067918139288041645]","[89, 0.007048802513322163]","[90, 0.00560531421734663]","[91, 0.012662389698808911]","[92, 0.002672886784943812]","[93, 0.009060662417888329]","[94, 0.012389319229270666]","[95, 0.006890869305054381]","[96, 0.005276021638069659]","[97, 0.008035968964710797]","[98, 0.01230890637994731]","[99, 0.0016545830426569228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[34, 1.0]","[35, 0.00991001046986558]","[36, 0.019881429452634908]","[37, 0.029679572577899764]","[38, 0.00333640413428205]","[39, 0.04585161338998088]","[40, 0.04366666092310009]","[41, 0.001629368371625868]","[42, 0.008471653065319685]","[43, 0.004766139997776174]","[44, 0.004338091492484017]","[45, 0.006003524342212855]","[46, 0.0031416673599428575]","[47, 0.010623738585744894]","[48, 0.006230650450246887]","[49, 0.003616853283937337]","[50, 0.007986479249722121]","[51, 0.004407712303628003]","[52, 0.0033814365680734254]","[53, 0.005198227415479082]","[54, 0.006699681336386309]","[55, 0.009434216656552589]","[56, 0.0026732193495253506]","[57, 0.003415922443105514]","[58, 0.00923966590844159]","[59, 0.0024787310983771507]","[60, 0.0032691798999768297]","[61, 0.0028557968232289263]","[62, 0.003719838604629741]","[63, 0.029282864613596356]","[64, 0.004645215363324385]","[65, 0.007545947236387594]","[66, 0.0008220214516545034]","[67, 0.0036929457436734466]","[68, 0.0024401793026692276]","[69, 0.0009385140880396688]","[70, 0.017413392915544577]","[71, 0.01764458366520931]","[72, 0.014248238706421926]","[73, 0.005522350173993848]","[74, 0.0006628558408163493]","[75, 0.003699999755429237]","[76, 0.0034086185658037337]","[77, 0.011120624962076503]","[78, 0.001010790987668358]","[79, 0.00775362244760778]","[80, 0.008924023280286143]","[81, 0.008955890990587804]","[82, 0.005991384398660607]","[83, 0.002233705489349167]","[84, 0.0045346298685293145]","[85, 0.0015468892483082816]","[86, 0.00496696508025956]","[87, 0.005996694281528613]","[88, 0.0028948584895656096]","[89, 0.006872304089733811]","[90, 0.0020465042756779655]","[91, 0.0033665943405711165]","[92, 0.005968593681797777]","[93, 0.01761774072896511]","[94, 0.005384115176820169]","[95, 0.006054880695641867]","[96, 0.006927641150249551]","[97, 0.005230768759772384]","[98, 0.002903670568306817]","[99, 0.0072811462697068945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[35, 1.0]","[36, 0.022156639374279318]","[37, 0.028011274997753754]","[38, 0.01203716442337819]","[39, 0.03123608615614134]","[40, 0.03524739437650836]","[41, 0.01933328932817037]","[42, 0.008044943145025199]","[43, 0.012236004302866393]","[44, 0.012388330258926642]","[45, 0.015578904842326779]","[46, 0.0011141074451032323]","[47, 0.03242413758464445]","[48, 0.0012312613897464627]","[49, 0.004366609122646523]","[50, 0.017862049288597557]","[51, 0.02349807990822396]","[52, 0.0011991351164890504]","[53, 0.020028357904004045]","[54, 0.004830722431511158]","[55, 0.005565337105787594]","[56, 0.01279368838331718]","[57, 0.02781674457668421]","[58, 0.000947408216326271]","[59, 0.014797879477465983]","[60, 0.0024627093704710566]","[61, 0.007596443716919013]","[62, 0.0007849205474404127]","[63, 0.001260550617518483]","[64, 0.004891898991803783]","[65, 0.02559582408080668]","[66, 0.00745316417803619]","[67, 0.006800290729811791]","[68, 0.013773693920833758]","[69, 0.001566359522983769]","[70, 0.016630889049232486]","[71, 0.027288408235737697]","[72, 0.02767455403641222]","[73, 0.007504818645566142]","[74, 0.008742465222319463]","[75, 0.007497470730611297]","[76, 0.016540921824924254]","[77, 0.03073045126359291]","[78, 0.010865005448694875]","[79, 0.006173618225686283]","[80, 0.012432760456428243]","[81, 0.015388629262085994]","[82, 0.01565518686328683]","[83, 0.003628266273607375]","[84, 0.011369646019127114]","[85, 0.011092841360717537]","[86, 0.02098732073803945]","[87, 0.00855094289790725]","[88, 0.11353780580293227]","[89, 0.01608091751047321]","[90, 0.010885879354844767]","[91, 0.015647240756437066]","[92, 0.014734182448583277]","[93, 0.016209393194840768]","[94, 0.004138567311466497]","[95, 0.014715059697388354]","[96, 0.003386904524563434]","[97, 0.015141925560095635]","[98, 0.010330988543929819]","[99, 0.008955798986637687]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[36, 1.0]","[37, 0.040858455673444385]","[38, 0.01084496655881518]","[39, 0.014814948776904544]","[40, 0.008762819998677573]","[41, 0.013910691744727213]","[42, 0.019604653110390988]","[43, 0.0024085541054544076]","[44, 0.016026341748961205]","[45, 0.008482460323527778]","[46, 0.007817157947466884]","[47, 0.0030489921508157687]","[48, 0.0036209590233337507]","[49, 0.0021417923922123884]","[50, 0.005434396341288799]","[51, 0.02069542674059348]","[52, 0.0062505333275807975]","[53, 0.0059588570061015755]","[54, 0.0036133865515635016]","[55, 0.015922717774712134]","[56, 0.013161449839827298]","[57, 0.0010391730794080713]","[58, 0.0011001992562113465]","[59, 0.0056924350314675526]","[60, 0.00352688189396537]","[61, 0.009835267976081216]","[62, 0.0009115067693075047]","[63, 0.013200854131928182]","[64, 0.001138260472723614]","[65, 0.028943547686661443]","[66, 0.0007499987517948641]","[67, 0.006446753138792906]","[68, 0.01475671449321165]","[69, 0.0008562847029781531]","[70, 0.01503780722245474]","[71, 0.029747191036044996]","[72, 0.022898952190453844]","[73, 0.007483503240176862]","[74, 0.00752372126542305]","[75, 0.007882245135388065]","[76, 0.018824995187970664]","[77, 0.016645484506035868]","[78, 0.013757155546496251]","[79, 0.011471616322734222]","[80, 0.009759274373939966]","[81, 0.01253519453239349]","[82, 0.00598423975199643]","[83, 0.008098578289404369]","[84, 0.01305414959657597]","[85, 0.007229453145937013]","[86, 0.022669204832991386]","[87, 0.004334359082130034]","[88, 0.014185076328117375]","[89, 0.01278808465081376]","[90, 0.003917330519191851]","[91, 0.026867075949005424]","[92, 0.024016495823087576]","[93, 0.01664434746194886]","[94, 0.0011655430157414758]","[95, 0.019529901282481693]","[96, 0.007273711929575759]","[97, 0.012313320585768653]","[98, 0.001195772108503274]","[99, 0.013485631595293883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[37, 1.0000000000000002]","[38, 0.02524318066483902]","[39, 0.05036215557709625]","[40, 0.035151235238151994]","[41, 0.016980908223332175]","[42, 0.01934713622584309]","[43, 0.011212448577843771]","[44, 0.022695263484076692]","[45, 0.009500651056037498]","[46, 0.0006747796621231573]","[47, 0.032780059219295686]","[48, 0.015787873537206204]","[49, 0.004669828020483921]","[50, 0.00671542454992345]","[51, 0.022903427828933478]","[52, 0.01021475160957903]","[53, 0.019239012145414545]","[54, 0.016280511139835235]","[55, 0.0556184822060639]","[56, 0.04718202339038282]","[57, 0.006803563495405244]","[58, 0.01584509244505375]","[59, 0.006882665885154108]","[60, 0.005147013841401653]","[61, 0.02080176228445842]","[62, 0.009537053062956834]","[63, 0.0030381907240527462]","[64, 0.0038272668840637044]","[65, 0.02419134959881401]","[66, 0.009556321417910713]","[67, 0.025648644152240198]","[68, 0.0341322885433729]","[69, 0.002806707824999615]","[70, 0.035809962990083564]","[71, 0.046372511686222036]","[72, 0.03111950298102081]","[73, 0.013744039068887305]","[74, 0.000789137686328925]","[75, 0.023035535606469495]","[76, 0.049564988124253716]","[77, 0.02447069094761463]","[78, 0.02188090879228408]","[79, 0.025490334159508146]","[80, 0.029694032621550227]","[81, 0.040512660394701513]","[82, 0.005525184794896313]","[83, 0.016503075106879532]","[84, 0.017273951822499932]","[85, 0.012848126882334785]","[86, 0.022862487772942194]","[87, 0.01086098293613967]","[88, 0.011292310750528957]","[89, 0.008472119644395471]","[90, 0.019484475719996446]","[91, 0.014320562942940094]","[92, 0.006821251628922445]","[93, 0.01828794103323143]","[94, 0.00895774223803592]","[95, 0.01100640417553206]","[96, 0.018563469762180804]","[97, 0.0099249444127663]","[98, 0.011261317533033562]","[99, 0.01331640489211556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[38, 1.0]","[39, 0.01736207396387999]","[40, 0.025982182166346117]","[41, 0.000854761049033862]","[42, 0.00345126429517995]","[43, 0.00639472385931033]","[44, 0.01264531370870149]","[45, 0.027574960663839642]","[46, 0.0007438910417842097]","[47, 0.020811648354258843]","[48, 0.011256000607797103]","[49, 0.016565832106816256]","[50, 0.002119398960139799]","[51, 0.008455986264023219]","[52, 0.0049905072409610505]","[53, 0.009944181373895924]","[54, 0.011150179082511542]","[55, 0.01863478029228868]","[56, 0.010723646535311807]","[57, 0.004458027828592149]","[58, 0.0006325857421880584]","[59, 0.0054738929403527654]","[60, 0.0007740837469241159]","[61, 0.006806788453236448]","[62, 0.004771003756995319]","[63, 0.003680320835997803]","[64, 0.012511670690653277]","[65, 0.013810808607908724]","[66, 0.006792112622043466]","[67, 0.005105945564186045]","[68, 0.022035958224740842]","[69, 0.003998618572772658]","[70, 0.011375798761718028]","[71, 0.030977293699595676]","[72, 0.014498468758323337]","[73, 0.011314037602311864]","[74, 0.004931727234109264]","[75, 0.011249608893748196]","[76, 0.014152896074668925]","[77, 0.01796753228290891]","[78, 0.003716775159286098]","[79, 0.007658903431861776]","[80, 0.010360165897730986]","[81, 0.013330032364799144]","[82, 0.0023906787854030003]","[83, 0.01664274485555867]","[84, 0.010111390120779834]","[85, 0.012991614688230518]","[86, 0.009430966191094165]","[87, 0.006092520362535736]","[88, 0.0099206495401654]","[89, 0.005850614484749088]","[90, 0.01675617778521628]","[91, 0.007542402334247344]","[92, 0.003913848611406544]","[93, 0.011969165788633794]","[94, 0.014484694403871288]","[95, 0.013733705576681614]","[96, 0.00639586009948716]","[97, 0.005382233135505507]","[98, 0.012220959765913421]","[99, 0.0028021061697185907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[39, 1.0]","[40, 0.024199141126079644]","[41, 0.003197016060429943]","[42, 0.0043391252406552805]","[43, 0.018573864997985478]","[44, 0.02031748840640571]","[45, 0.010480952324873678]","[46, 0.0032658546790423535]","[47, 0.016739103306344996]","[48, 0.023855893541508886]","[49, 0.0038094067147556076]","[50, 0.014941650754181532]","[51, 0.016669540945013658]","[52, 0.0059620687060985686]","[53, 0.020093387500353325]","[54, 0.009358999715427262]","[55, 0.0019536449176505238]","[56, 0.03087668718355414]","[57, 0.00504448912315992]","[58, 0.0036619367148784136]","[59, 0.011505722496711532]","[60, 0.0004058347691677067]","[61, 0.011627325052973921]","[62, 0.0002747699617341576]","[63, 0.0079843377445715]","[64, 0.0025829822469402718]","[65, 0.02502830075073713]","[66, 0.0032602430000638976]","[67, 0.015872419376217257]","[68, 0.03022805790397216]","[69, 0.006775669499761081]","[70, 0.02934951774554459]","[71, 0.04060014053342796]","[72, 0.02188270086967781]","[73, 0.021121938650950394]","[74, 0.010532731425987103]","[75, 0.00629287111460035]","[76, 0.017589823839094087]","[77, 0.018189470875819597]","[78, 0.005380459869684059]","[79, 0.010301204218818161]","[80, 0.016307898890987913]","[81, 0.017986578388151354]","[82, 0.007019756180519025]","[83, 0.013567610645100139]","[84, 0.01062641122008259]","[85, 0.009631296655630932]","[86, 0.02300255912789829]","[87, 0.026102979707403388]","[88, 0.009081344775903435]","[89, 0.005787674321460529]","[90, 0.005162320502963665]","[91, 0.010184411445267865]","[92, 0.01175945778157115]","[93, 0.026727145542098322]","[94, 0.01235457711701932]","[95, 0.006473896820823033]","[96, 0.014963286633830558]","[97, 0.015745144598752026]","[98, 0.0032466365377109997]","[99, 0.008240647789054673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[40, 1.0000000000000002]","[41, 0.002181587190939491]","[42, 0.006453950302061946]","[43, 0.026553919945416546]","[44, 0.015293336411558552]","[45, 0.006400471058406426]","[46, 0.0008937781103275835]","[47, 0.017188397080131354]","[48, 0.0025048222810245204]","[49, 0.02254233133371876]","[50, 0.015469735739100047]","[51, 0.021421143805208664]","[52, 0.00322771114238293]","[53, 0.019938972364420382]","[54, 0.018351733015001644]","[55, 0.01717693740448875]","[56, 0.012854762568543884]","[57, 0.020451806487028382]","[58, 0.0007600458367087383]","[59, 0.016389677892006665]","[60, 0.006356683300323755]","[61, 0.015646265116759636]","[62, 0.0021127700807199766]","[63, 0.0010112602279518414]","[64, 0.006083959098192167]","[65, 0.022073979758138747]","[66, 0.0011006175772379158]","[67, 0.011741485693292334]","[68, 0.025946728836932186]","[69, 0.0012565914182687537]","[70, 0.025639359210807653]","[71, 0.032780468516804724]","[72, 0.01901482989620241]","[73, 0.007652151159640572]","[74, 0.005078317460280848]","[75, 0.004467755103799256]","[76, 0.017283713700410607]","[77, 0.02460206391004854]","[78, 0.0006370993880517047]","[79, 0.01119361629647754]","[80, 0.02207574330895729]","[81, 0.025662613485697743]","[82, 0.004031577093223271]","[83, 0.011402957158875812]","[84, 0.00841826362161281]","[85, 0.017782669843898417]","[86, 0.014369852369375812]","[87, 0.013698831200856748]","[88, 0.0227707289831964]","[89, 0.010602094748079606]","[90, 0.004695974186575966]","[91, 0.018937407231994097]","[92, 0.0064509629523685115]","[93, 0.02116108676738175]","[94, 0.010663737201521362]","[95, 0.006395413883004367]","[96, 0.0050258230292573106]","[97, 0.005819067470003836]","[98, 0.005646122200641514]","[99, 0.010421462077298788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[41, 1.0]","[42, 0.008772471362977098]","[43, 0.004732661463205741]","[44, 0.0062578266027006595]","[45, 0.008994301816653491]","[46, 0.007131536001522601]","[47, 0.0048014530361523595]","[48, 0.005798572661435353]","[49, 0.0014277233568693558]","[50, 0.005056569965555921]","[51, 0.0028567787113373162]","[52, 0.002086600785055129]","[53, 0.004185444866387335]","[54, 0.0036226122846695465]","[55, 0.016229458700818225]","[56, 0.015940595981291834]","[57, 0.0015571302161764482]","[58, 0.005372272141114587]","[59, 0.00788097614021235]","[60, 0.007552794133522685]","[61, 0.04397063715248998]","[62, 0.008120552113317265]","[63, 0.002193469169526912]","[64, 0.010105889114472496]","[65, 0.021851480498661684]","[66, 0.002387289301390128]","[67, 0.004484919396244096]","[68, 0.010934781367750487]","[69, 0.02218037214592006]","[70, 0.005100430025580193]","[71, 0.008735734796301207]","[72, 0.03869179512364445]","[73, 0.011682025412622846]","[74, 0.008130615615906268]","[75, 0.0014805809955780807]","[76, 0.0026586349973759032]","[77, 0.009169938170990481]","[78, 0.021117722002902614]","[79, 0.014410590772556032]","[80, 0.004420032970069083]","[81, 0.0064399051892506075]","[82, 0.015278787625440831]","[83, 0.009604500810086554]","[84, 0.01209126244761579]","[85, 0.008374119182691637]","[86, 0.007012226418384277]","[87, 0.01070704247356083]","[88, 0.009560914330674955]","[89, 0.010156550826168374]","[90, 0.009733907355827633]","[91, 0.003095383246752465]","[92, 0.00636272737548826]","[93, 0.018241649854612428]","[94, 0.003709990670158692]","[95, 0.01097946083042187]","[96, 0.0027447190161240366]","[97, 0.017143049172584315]","[98, 0.0017917832156237904]","[99, 0.019536147808940234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[42, 1.0000000000000002]","[43, 0.0062094312521140315]","[44, 0.00849184773028607]","[45, 0.005372289306614553]","[46, 0.004521575728819799]","[47, 0.009209557876847449]","[48, 0.008967326779977398]","[49, 0.0033299334334740316]","[50, 0.024844857804773184]","[51, 0.008824105479427318]","[52, 0.019332537055405653]","[53, 0.003500676691224276]","[54, 0.00044380062851806295]","[55, 0.005522052501056693]","[56, 0.007768090543798041]","[57, 0.0016392308052412272]","[58, 0.013297986173422609]","[59, 0.0007641809242614593]","[60, 0.00709267840573263]","[61, 0.0030765124745453414]","[62, 0.0053536959909487895]","[63, 0.005115911487865746]","[64, 0.006685524161390024]","[65, 0.014122312285673485]","[66, 0.0025131605071993944]","[67, 0.004211698398080849]","[68, 0.00581301970504035]","[69, 0.046026513824128604]","[70, 0.0071961712089941504]","[71, 0.015547919656929176]","[72, 0.02404503851109768]","[73, 0.018476538331849878]","[74, 0.009941632543736208]","[75, 0.0015586454828202334]","[76, 0.04886560361601157]","[77, 0.0011001091239555931]","[78, 0.0014547587230349457]","[79, 0.0030037100828609526]","[80, 0.004698874429582058]","[81, 0.006759587634775924]","[82, 0.0196023054818213]","[83, 0.025398233393233216]","[84, 0.00261621296119981]","[85, 0.0030503569889104533]","[86, 0.022483756213354803]","[87, 0.006598124980138909]","[88, 0.006889967645182425]","[89, 0.009537814409869477]","[90, 0.0029453863193204958]","[91, 0.004914793019440279]","[92, 0.005103937465471622]","[93, 0.021057080664759666]","[94, 0.006140428492388233]","[95, 0.014466227934759154]","[96, 0.07501850315694611]","[97, 0.006377319526107072]","[98, 0.004179044074985487]","[99, 0.011933893653001952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[43, 1.0000000000000002]","[44, 0.04745869226930377]","[45, 0.0018419981910230707]","[46, 0.0015503138118055666]","[47, 0.01454875141109725]","[48, 0.002625936820595762]","[49, 0.00214943313130231]","[50, 0.007783329423030658]","[51, 0.004709264834025304]","[52, 0.004823248254040684]","[53, 0.0040735995090637805]","[54, 0.00811109488176794]","[55, 0.007748986925042489]","[56, 0.01259919186852145]","[57, 0.025742584319604606]","[58, 0.0013183468521320205]","[59, 0.010879009970387633]","[60, 0.009513814109955434]","[61, 0.009312918310205878]","[62, 0.0087334355821645]","[63, 0.0041129873008624125]","[64, 0.0006156355375366598]","[65, 0.014038268995036247]","[66, 0.005344080045556377]","[67, 0.021957591136340045]","[68, 0.01370748344019455]","[69, 0.008963796419966695]","[70, 0.017850946851962837]","[71, 0.0072812497413627915]","[72, 0.007066077310263817]","[73, 0.0069870686281354585]","[74, 0.0018129595724431648]","[75, 0.013295721564039796]","[76, 0.019025988673292495]","[77, 0.013598976598260789]","[78, 0.0004987934906830327]","[79, 0.0022373190969243203]","[80, 0.0025778866156016236]","[81, 0.011237172284121274]","[82, 0.016045180631296143]","[83, 0.005816143468442532]","[84, 0.006105688574429585]","[85, 0.003623238270090855]","[86, 0.010717655227755581]","[87, 0.007437656137566743]","[88, 0.01809556788310265]","[89, 0.003270232834941005]","[90, 0.007092432276563363]","[91, 0.012170241320963707]","[92, 0.008072000400605236]","[93, 0.016352165679683374]","[94, 0.003736271242247174]","[95, 0.012890384720401903]","[96, 0.020295006955528747]","[97, 0.0009581685982423377]","[98, 0.004370723550550297]","[99, 0.008653670123565762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[44, 1.0]","[45, 0.009706381318365704]","[46, 0.0013979949268703832]","[47, 0.004514485241480311]","[48, 0.011729843386113966]","[49, 0.0016094455468610947]","[50, 0.004431143054179969]","[51, 0.01471262020016702]","[52, 0.012126623284438824]","[53, 0.010144103639149391]","[54, 0.005885413383456011]","[55, 0.0055602957928248264]","[56, 0.013236740787815305]","[57, 0.0005068225077134873]","[58, 0.003182100433045136]","[59, 0.002709439932941175]","[60, 0.001454736097610717]","[61, 0.01272064394479786]","[62, 0.006148387638447979]","[63, 0.0015817535158746566]","[64, 0.008951230312801742]","[65, 0.016369042977003888]","[66, 0.0003657872357347617]","[67, 0.0013557039124198948]","[68, 0.015286559889198525]","[69, 0.001358329034063863]","[70, 0.010800534208749902]","[71, 0.012702256352245886]","[72, 0.0064504476900236135]","[73, 0.0038674921468464267]","[74, 0.0033592869580545705]","[75, 0.01815175311398485]","[76, 0.012594433319314032]","[77, 0.0038203110005591897]","[78, 0.0004497868523268393]","[79, 0.0034502458741593697]","[80, 0.00841857381929111]","[81, 0.011057009728421814]","[82, 0.0019225940572577425]","[83, 0.012221573392701367]","[84, 0.008943569986175874]","[85, 0.0056305106545332375]","[86, 0.00547310787591555]","[87, 0.0037189273480860647]","[88, 0.003997191317154465]","[89, 0.00305807240316276]","[90, 0.0009106637550795265]","[91, 0.003021627507502292]","[92, 0.004656505922636658]","[93, 0.0038825588667562388]","[94, 0.004302081954235]","[95, 0.0017082761576022447]","[96, 0.003621426862080762]","[97, 0.0004067433363424593]","[98, 0.003458525283315241]","[99, 0.018815174174313744]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[45, 1.0000000000000002]","[46, 0.0020907463944526278]","[47, 0.005817449699309628]","[48, 0.00744749829461865]","[49, 0.013164455157787441]","[50, 0.005636865248353295]","[51, 0.0011774428207417835]","[52, 0.01741656982386452]","[53, 0.01290803615696656]","[54, 0.00045464851124708133]","[55, 0.043343200962966205]","[56, 0.023682940571845338]","[57, 0.0016792987600803841]","[58, 0.00852849822235578]","[59, 0.003604455755517199]","[60, 0.02757141804631772]","[61, 0.007057272979638021]","[62, 0.00706579632536216]","[63, 0.0023655632768503753]","[64, 0.0018394235169968843]","[65, 0.016124200891963106]","[66, 0.009806042162992157]","[67, 0.0048367949596835325]","[68, 0.010178612517839308]","[69, 0.0029394476623315333]","[70, 0.0061399685751506354]","[71, 0.03266326415907619]","[72, 0.01820563640057154]","[73, 0.01519691631674012]","[74, 0.011806753312450782]","[75, 0.005455306609825219]","[76, 0.014781201771522832]","[77, 0.014708174244191083]","[78, 0.007994951126218768]","[79, 0.0016053134755665303]","[80, 0.01840605011479134]","[81, 0.009365991361679028]","[82, 0.004766747626606065]","[83, 0.022851421638418613]","[84, 0.013117092763875394]","[85, 0.005728749805642038]","[86, 0.01237656799544241]","[87, 0.0063382898518537035]","[88, 0.0030231157143967126]","[89, 0.01095340841240553]","[90, 0.0035678355840120263]","[91, 0.014936339922113311]","[92, 0.013773597126557107]","[93, 0.015748465912659958]","[94, 0.00927463015892213]","[95, 0.015810204105169867]","[96, 0.003915579005127512]","[97, 0.008228527017926516]","[98, 0.007618772591628647]","[99, 0.006318881054203818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[46, 1.0]","[47, 0.00679230940466402]","[48, 0.0035768874339970735]","[49, 0.014294095732260993]","[50, 0.004431227891719916]","[51, 0.0021051241290558163]","[52, 0.008909087840860261]","[53, 0.025294291587542424]","[54, 0.0018801739311497829]","[55, 0.010925912430361218]","[56, 0.0006818976451630584]","[57, 0.0013551567657586153]","[58, 0.003178698302855225]","[59, 0.00411857638462455]","[60, 0.0038897156994158228]","[61, 0.007796930592125842]","[62, 0.010221884352248361]","[63, 0.01765574614413067]","[64, 0.005478076232681005]","[65, 0.0017287721504062308]","[66, 0.0009780525525009403]","[67, 0.007662593440573881]","[68, 0.0020711330560049227]","[69, 0.0011166571109765774]","[70, 0.00478681680652026]","[71, 0.00827656963729748]","[72, 0.0008047017564741957]","[73, 0.0012132524369745737]","[74, 0.002901234843465326]","[75, 0.0012885366506714185]","[76, 0.0010892206251825773]","[77, 0.005495064668216873]","[78, 0.006001833622032137]","[79, 0.007729494997889169]","[80, 0.00038979052530862293]","[81, 0.01872927666081422]","[82, 0.0065402065831779155]","[83, 0.02305948770969941]","[84, 0.0010181577170488708]","[85, 0.0009637408981621259]","[86, 0.005580192375620269]","[87, 0.0060236127935993115]","[88, 0.004238319003106754]","[89, 0.005230659607828593]","[90, 0.010164951695052228]","[91, 0.002693884882506924]","[92, 0.008285802260901963]","[93, 0.0024745025253947004]","[94, 0.0033674896480119804]","[95, 0.006470230176729955]","[96, 0.002482186540441362]","[97, 0.004000726366404995]","[98, 0.0034548276145814857]","[99, 0.0026648596180223823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[47, 1.0]","[48, 0.01607092427457418]","[49, 0.006898342710099291]","[50, 0.009080689719899244]","[51, 0.012725524801912075]","[52, 0.012852104870122266]","[53, 0.01414639730336034]","[54, 0.007284955061791621]","[55, 0.005865197480532482]","[56, 0.015208760114059375]","[57, 0.011669290254811199]","[58, 0.017750211536653585]","[59, 0.022447389276695918]","[60, 0.011533221417065176]","[61, 0.019717766113487984]","[62, 0.01713481351077323]","[63, 0.02429216449975857]","[64, 0.015184227069101898]","[65, 0.007887693204619767]","[66, 0.004402104994143397]","[67, 0.003145180930914824]","[68, 0.0058191076306846065]","[69, 0.004000110910980119]","[70, 0.024064846583152447]","[71, 0.03157085096041254]","[72, 0.02450540760813214]","[73, 0.014060112280528734]","[74, 0.006728093420253415]","[75, 0.009806405017684953]","[76, 0.013164698847585702]","[77, 0.01721983754734466]","[78, 0.025589610287386048]","[79, 0.009309157513168482]","[80, 0.005089132777972245]","[81, 0.0174924113452271]","[82, 0.010491020478665574]","[83, 0.017410175084624478]","[84, 0.0023723242072590535]","[85, 0.002371094853963112]","[86, 0.012556236497054885]","[87, 0.016506107653503563]","[88, 0.00904625774125358]","[89, 0.017045208432252518]","[90, 0.030376793562645714]","[91, 0.021778746990944668]","[92, 0.012535464529202567]","[93, 0.017797043293646276]","[94, 0.3543331449522942]","[95, 0.057228224483965334]","[96, 0.009236865152230496]","[97, 0.014877720957204413]","[98, 0.009373363207066245]","[99, 0.004576250799222004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
